Username,Participant,CommentId,Video,Aspect,At_video,Timestamp,Enabled,Text
rjo84,106,1381,Tutorial2,4,330.1,59:01.2,0,Yes i agree it is very important to have a strong introduction and conclusion
rkn24,107,1360,Tutorial2,4,310.9,41:19.1,0,People only remember the first and last parts of a presentation.
rpd24,109,1280,Tutorial2,4,316.7,16:20.3,0,Drive home point
rsk39,110,566,Tutorial2,4,9.9,00:25.4,1,"The opening of a presentation has to catch the attention of the audience. We could ask some questions toward the audience so that they can give some feedback to the speaker to make they pay attention on the presentation.
Have to end with a precise conclusion and thank to the audience."
rti41,111,613,Tutorial2,4,112.5,54:36.6,1,having an interesting/punchy opening
rti41,111,614,Tutorial2,4,176.9,56:58.2,1,include well known stories or people-make it relatable
rtw27,112,814,Tutorial2,4,410.1,58:25.7,1,"I like the idea of writing the end last, so it is really important and well written."
rvo16,114,1241,Tutorial2,3,191.7,15:48.6,0,Yea fam. Totally was going lit on this slide #100. About to start flexing on this #100#100
rwm66,116,1002,Tutorial2,4,42.8,04:50.2,1,Beginning and end most important
rwm66,116,1003,Tutorial2,4,175.5,06:48.9,0,How bad does your customer service have to be to turn your customer into a competitor
rwm66,116,1004,Tutorial2,4,283.6,08:50.1,0,"the difference between winning and losing, is almost 0"
rwp47,117,723,Tutorial2,2,184.8,18:58.0,1,Presentations starting with  stories relating to the topic capture interest immediately and keep the viewer engaged.
sar173,118,887,Tutorial2,1,454.1,01:52.6,1,"Make your start and end points rememberable to the audience, by grabbing their attention through innovative starters"
scm90,120,992,Tutorial2,4,0,50:30.3,1,Have a captivating start. Make sure points are strong and concise. For the ending sum up important points.
scr70,121,513,Tutorial2,4,0,12:51.6,1,Involving the audience in a presentation with rhetorical/non-rhetorical questions and concluding with a challenge or advice for the audience is good procedure.
sgb71,123,1178,Tutorial2,2,34.1,32:34.7,1,"speech is at a good pace, clear and easy to understand"
sgo74,124,925,Tutorial2,3,2.9,01:13.5,1,intro game needs to be strong!!!
sgo74,124,926,Tutorial2,2,286.6,04:06.6,1,but these intros are not strong
shh49,126,832,Tutorial2,4,0.7,37:10.4,1,"primacy-recency effect - people remember the beginning and the end best.
use a short story or many, short facts to start with. It wants to link, but not obviously at first.
Give the audience something to think about. An analogy works or a simple word/phrase.
-could create this first"
sli152,129,1232,Tutorial2,4,172.2,19:23.1,0,Rhetorical questions were asked
smc403,130,682,Tutorial2,1,407.7,09:10.9,1,Better to admit that you're being predictable than have the audience think you didn't realise it was predictable?
smc403,130,683,Tutorial2,2,158.4,09:56.9,1,A little cliche I think
smc403,130,684,Tutorial2,4,170,10:59.8,1,"Bit of humour, makes for a stronger point"
spl48,132,747,Tutorial2,4,439,38:40.4,1,Many presenters write their closing first so that they can work backward.
srd60,133,1440,Tutorial2,2,302.6,36:52.4,0,It appears that people are in fact useless and we should focus mainly on catchy beginnings and endings.
srd62,134,1628,Tutorial2,3,456.6,16:25.5,0,Super interesting points overall
ssa237,135,912,Tutorial2,3,438.5,35:02.9,1,"Make your presentation, like a story. Start, Middle, End."
ssa237,135,1096,Tutorial2,4,37,49:08.9,1,People remember the start and the end of the presentation.
ssa237,135,1099,Tutorial2,1,130.2,51:26.6,1,Say something like an example or an interesting fact to grab the audience's attention.
ssa237,135,1101,Tutorial2,4,447.7,59:06.4,1,Give the people something to think about or remember in the conclusion
tco50,138,1588,Tutorial2,4,448.2,07:47.9,0,Lots of interesting points but none that really stood out to me.
tss43,140,1373,Tutorial2,2,456,42:38.8,0,The conclusion of a talk is definitely the key to getting the audience to take in the key idea
vmk25,143,1521,Tutorial2,3,453.9,25:11.0,0,"Good tip is to plan the end of the presentation before any other part, even the start!"
wfl16,144,1697,Tutorial2,3,331.4,38:00.1,0,a powerful intro and outro definitely is important
wfm19,145,1617,Tutorial2,2,456,17:15.9,0,Inspiring
yca31,146,1618,Tutorial2,4,456.6,19:45.9,0,Using more pictures
ysw21,147,840,Tutorial2,3,117.5,39:11.7,1,"I think short opening gets more of my attention than the long and ""interesting"" one."
zmc21,150,645,Tutorial2,3,48.7,29:52.7,1,Put important info (key points) at start at beginning
zmc21,150,651,Tutorial2,3,305,36:30.0,1,"beginning shouldn't be boring, has to hook attention (use techniques such as rhetorical questions etc)"
aco110,3,1233,Tutorial3,4,276.8,43:33.7,0,ease up on the text on the slides- maybe just one photo
adn28,4,532,Tutorial3,3,0,59:45.3,1,"""Set the theme and consistently refer to it throughout the whole presentation."" I would usually go on a tangent mid-presentation."
adn28,4,533,Tutorial3,4,0.3,03:18.7,1,"""Provide the outline and demonstrate enthusiasm."" ""One last thing..."" Will try and integrate these ideas/points in the presentation."
ahf30,6,969,Tutorial3,4,74.5,41:56.6,1,"Set the theme, maybe with a kind of foreshadowing eg there's something in the air for the Macbook air"
ahf30,6,970,Tutorial3,2,148.6,43:53.6,1,"Outline and open and close each statement
Its basically an essay"
ahf30,6,971,Tutorial3,4,325,47:21.8,1,identify a memorable moment (taking it back to telling a story)
ain23,7,622,Tutorial3,4,414.2,19:09.8,1,"The use of imagery in his presentations was really interesting - visual is much more engaging than text, even though text is often easier."
ajo110,8,763,Tutorial3,4,184.6,34:07.7,1,"in a nut shell steve jobs is 'exciting' cause he is selling us something we like, this guy not so much."
amf120,10,1125,Tutorial3,4,0,38:27.9,1,Very effective at explaining how he tells a story. Very helpful presentation.
arb137,11,1379,Tutorial3,4,18.3,29:37.0,0,"- Inspire
- Set the theme and keep clear throughout
- Provide the outline
- Open and close each section
- Demonstrate enthusiasm/passion
- Make numbers meaningful
- Less text, more visuals
- Identify memorable moments"
ari49,12,955,Tutorial3,3,79.7,33:16.0,1,"I like the idea of one theme throughout the presentation. It keeps it all together, so the audience can tell where they are."
ari49,12,956,Tutorial3,2,136.1,34:17.9,1,"I think the different sections are aimed for longer presentations, as we won't have much time to open/close each individual section in ours."
ari49,12,957,Tutorial3,4,201.2,35:25.4,1,Steve Jobs' presenations are very beautiful and professional; it adds to his performance.
ari49,12,958,Tutorial3,1,332.9,37:18.2,1,Rehearsing is definitely important! It's awful when people presenting have no idea what comes next.
asc148,13,1612,Tutorial3,4,355.5,58:04.3,0,Have a memorable moment
azq10,16,1204,Tutorial3,4,14.3,13:31.6,0,Practice will lead to success!!!
bbu27,17,1559,Tutorial3,4,118.7,08:32.7,0,I like the idea of setting a main theme in your presentation to create a more powerful impact on your audience to entice them to take in what your saying.
bep29,18,769,Tutorial3,4,63.5,20:29.7,1,Use a headline to set a theme or a quip
bep29,18,770,Tutorial3,4,107.7,21:33.3,1,give audience a reason to listen. Pull in their interest and inspire them
bep29,18,771,Tutorial3,4,133.7,22:41.9,1,"Have clear boundaries within each topic, makes the listener understand each point"
bep29,18,772,Tutorial3,1,172.4,23:40.3,1,Use words that motivate people and make you appear interested about the topic
bep29,18,773,Tutorial3,4,219.9,24:51.4,1,"Give statistics context and how it relates to the viewer, what they can gain"
bep29,18,774,Tutorial3,4,265.3,26:05.2,1,"Have one clear point per slide, very little text, lots of pictures"
bep29,18,775,Tutorial3,1,333.1,27:23.9,1,Rehearse to make it look good
bjh158,19,1013,Tutorial3,4,91.7,43:30.3,1,provide outline with good transition
bjh158,19,1014,Tutorial3,4,173.9,43:57.3,1,making it exciting willl better engage audience
bjh158,19,1015,Tutorial3,4,337.4,45:51.6,1,emphasis on putting time in
bjo71,20,823,Tutorial3,2,409.2,00:14.8,1,"That was hard to watch, the tv with slide/videos and remote pressing was a distraction"
bmp62,21,1465,Tutorial3,3,114.8,59:23.3,0,"Provide a great outline, more detai"
cjv34,26,910,Tutorial3,4,414.2,31:22.9,1,Outlines should be short and sharp to keep the audience interested.
clr54,27,1322,Tutorial3,1,0.7,09:13.9,0,Easy to follow
cmr140,31,1574,Tutorial3,4,71.6,24:35.7,0,"Set the theme, Open and close each section with a clear transition, Demonstrate Enthusiasm, sell an Experience"
cwa134,34,687,Tutorial3,4,193,11:52.1,1,Brings up a good point about being passionate in what you are doing and the message trying to be portray.
cwa134,34,688,Tutorial3,4,259.2,13:35.9,1,Make the visuals easy and cool to watch. They are basic but there to keep you entertained
cwa134,34,689,Tutorial3,4,342.4,15:34.9,1,Rehearse your presentation as it will make it flow better and easier on you and the audience
cwa134,34,690,Tutorial3,4,405.5,16:47.8,1,One more thing....
dle72,37,1660,Tutorial3,2,0,48:44.1,0,Steve Job's is the best!
dsr39,38,965,Tutorial3,3,88.7,12:33.6,1,create a theme
ema110,43,1365,Tutorial3,2,188.7,30:53.1,0,I like how Steve Jobs showed that simplicity is key!
gah77,47,880,Tutorial3,4,26.8,12:16.9,0,pizzazz
gco62,48,877,Tutorial3,3,414.2,37:29.3,1,"Important to be excited and inspired in yourself about the presentation, else the audience definitely won't be."
hal66,49,582,Tutorial3,3,1.6,28:01.8,1,"Single headline to set the theme.
Make theme clear and consistent.
Create a headline that sets the direction for presentation."
hal66,49,583,Tutorial3,2,22.6,28:44.8,1,"Provide the outline.
Open and close each section with clear transition."
hal66,49,584,Tutorial3,2,24,29:20.3,1,"Show passion.
Sell an experience. 
Make numbers and statistics meaningful. Analogies help connect the dots.
Make it visual but don't overwhelm."
hal66,49,585,Tutorial3,2,25.6,29:39.9,1,Rehearse.
hmf43,51,1545,Tutorial3,4,329.4,37:48.4,0,"Rehearse alot, would of been amazing to know earlier"
jah276,54,844,Tutorial3,4,0,38:06.8,1,"Honestly, I love this vid! I mean, Steve Jobs is an inspiration. His way of delivering is indeed amazing. Great things to learn. What I like the most is the simplicity in the slides and the good pace and tempo of speaking."
jam366,55,1040,Tutorial3,4,238.4,46:24.1,1,Analogies make the info you are conveying more relatable
jan110,56,699,Tutorial3,2,61.4,43:03.8,1,It helps to have an enthusiastic audience and an interesting or otherwise desirable topic.
jan110,56,700,Tutorial3,4,108.3,44:19.0,1,Attempt to give the audience a reason to listen.
jan110,56,701,Tutorial3,2,53.5,45:47.8,1,Setting the theme- attempt to do it in an inventive way.
jan110,56,703,Tutorial3,4,104.1,46:53.5,1,Make a memorable headline
jan110,56,704,Tutorial3,4,137.4,47:44.9,1,Open and close sections clearly
jan110,56,705,Tutorial3,4,168.8,49:28.9,1,Attempt to be passionate or excited about the topic.
jan110,56,706,Tutorial3,4,229.4,49:52.7,1,Give numbers meaning and context.
jan110,56,708,Tutorial3,4,275.2,59:06.5,1,Keep slides and pictures or infographics simple
jan110,56,709,Tutorial3,4,323.4,00:23.7,1,Identify and build to a memorable point.
jch359,57,1659,Tutorial3,1,0,48:31.5,0,"i love jobs, however bill has more money"
jda135,58,948,Tutorial3,2,414.2,57:01.1,1,"Provide an outline and make things clear and easy to understand. Then rehearse, rehearse rehearse."
jdb139,59,824,Tutorial3,4,1.6,55:31.0,1,"I agree that it's really useful to hype up the audience. ""talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before""(Lady Gaga, 2016). But once i tried being enthusiastic about the whaling industry in japan and it ended up sounding over the top, sarcastic and borderline offensive."
jfm94,60,1552,Tutorial3,4,332.7,00:01.7,0,This tutorial taught me to make each point/idea in the presentation clear
jhd35,61,1421,Tutorial3,2,369.5,28:24.6,0,Practice lots before the performance and us3 little text
jhz11,62,1190,Tutorial3,3,135.3,20:35.2,1,Clear transitions from points.
jhz11,62,1191,Tutorial3,4,214.3,21:27.7,1,Meaningful facts. Facts that have more of an impact that just numbers on a page.
jjt59,63,569,Tutorial3,4,409.3,11:20.5,1,Good to show how to make it interesting
jmc564,64,1211,Tutorial3,4,134.9,14:50.7,0,Adding a headline to set the scene also gives hints about what you're talking about.
jmi109,65,1442,Tutorial3,3,97.3,43:46.1,0,The transition between points needs to be fluent.
jmp216,66,501,Tutorial3,2,113.1,16:57.5,1,Structure
jmp216,66,503,Tutorial3,4,247.7,19:44.1,1,Making numbers meaningful important
jpa197,67,768,Tutorial3,4,2,30:49.2,1,"Make theme clear and consistent,
Create a headline that sets direction for meeting, 
Increase vocab and be excited,
Make stats meaningful,
Connesct dots for product for crowd,
Make it visual and simple,
Give them a show,
Identify memorable moments"
jrc152,68,1672,Tutorial3,4,199.1,21:30.5,0,Be passionate
kbj13,69,675,Tutorial3,4,405.5,41:12.9,1,"helpful and insightful, puts it into a realistic and relatable context, clear and easy to understand"
ksb44,71,1355,Tutorial3,4,141,32:42.7,0,"Do not overcomplicate what you are saying, be enthusiastic (use the correct vocabulary), use analogies"
lco72,72,1674,Tutorial3,4,0,33:56.0,0,"I like how they have used a well known public figure to showcase the points that hey wish to speak about,  it shows what they are talking about in practice which makes it easier to comprehend"
lem72,73,936,Tutorial3,4,160.6,32:49.3,1,be passionate and enthusiastic
lem72,73,937,Tutorial3,4,225.5,34:04.7,1,numbers need to be placed in context
lfu24,75,1404,Tutorial3,3,50.1,07:33.5,0,didn't realise infomation presentations on school projects were meant to inspire
lfu24,75,1405,Tutorial3,4,79.9,08:06.3,0,Have a clear theme the whole way through
lfu24,75,1406,Tutorial3,4,153.8,09:35.3,0,make everything understandable and simple
lfu24,75,1407,Tutorial3,1,211.5,11:17.8,0,Only provide facts that are truely relevant
lfu24,75,1408,Tutorial3,4,345.4,13:14.1,0,Practice
lgr44,76,618,Tutorial3,2,70.2,55:52.4,1,set the theme
lgr44,76,619,Tutorial3,3,165,57:41.6,1,positive words
lha98,77,1683,Tutorial3,4,399.8,23:38.3,0,"don""t make it to predictable e.g convey the plan but add a bonus at the end"
lib17,78,753,Tutorial3,3,372.9,30:49.9,1,I should start adding 'one last thing'.
lkh56,79,986,Tutorial3,4,112.8,11:43.2,1,give a headline which draws the audience in and gives them a reason to listen is very relevant
lsc74,81,1023,Tutorial3,4,106.6,54:19.9,1,The headline makes sense as to making the audience know to listen
mba168,82,1292,Tutorial3,4,65,34:17.7,0,open by setting a theme for the presentation
mba168,82,1293,Tutorial3,4,115.1,35:15.7,0,set a clear outline
mba168,82,1294,Tutorial3,2,171.1,36:28.2,0,show enthusiasm
mba168,82,1295,Tutorial3,4,322.9,39:43.4,0,lead up to a memorable momment
mba168,82,1296,Tutorial3,2,354.2,40:23.4,0,lots of practice
mbw49,83,1050,Tutorial3,3,70.5,59:57.0,1,Sets the theme with a banging one liner
mbw49,83,1051,Tutorial3,2,120.7,01:50.2,1,"Outlines every section in the intro, then clearly signposts where he changes sections during the presentation"
mbw49,83,1052,Tutorial3,3,166.6,02:36.4,1,Use superlatives to show enthusiasm
mbw49,83,1053,Tutorial3,3,197.2,03:50.2,1,"Don't go into stiff presentation mode, be excited by what you're talking about, otherwise the audience definitely won't be"
mbw49,83,1054,Tutorial3,4,239.2,05:00.8,1,"Give meaningful statistics, that are in context so that they mean something to the audience"
mbw49,83,1055,Tutorial3,3,281.7,06:12.8,1,"Visuals are good, really minimise words. Bullet points are boring"
mbw49,83,1056,Tutorial3,3,323.8,07:18.4,1,"Have a memorable, dramatic moment that you build up to"
mfu36,84,426,Tutorial3,4,64.5,09:10.3,1,Jobs unveils a single headline that sets the theme
mfu36,84,427,Tutorial3,4,77.8,09:46.4,1,Make theme clear and consistent throughout presentation
mfu36,84,428,Tutorial3,4,99.2,11:46.2,1,Jobs provides an outline for his presentation
mfu36,84,429,Tutorial3,4,126.3,12:58.6,1,Provides and opening and closing for each section with a clear transition in between
mfu36,84,430,Tutorial3,4,145.2,13:49.4,1,Outline serves as guideposts along the way
mfu36,84,431,Tutorial3,4,151.5,15:21.2,1,Demonstrate enthusiasm / wow your audience
mfu36,84,432,Tutorial3,4,202,16:18.7,1,Jobs is selling an experience
mfu36,84,433,Tutorial3,4,222.8,18:07.3,1,Connect the dots for the audience (numbers don't mean much unless they are in context)
mfu36,84,434,Tutorial3,4,249.9,21:05.3,1,Presentation should be visual and simple (don't fill slides)
mfu36,84,435,Tutorial3,4,274.7,21:40.1,1,One / Two Images per slide
mfu36,84,436,Tutorial3,4,275.6,22:11.4,1,Paint a picture that doesn't overwhelm audience
mfu36,84,437,Tutorial3,4,282.4,22:51.9,1,Limited bullet points (many visuals)
mfu36,84,438,Tutorial3,4,288.8,24:37.0,1,"Treat presentation like a show (ebbs and flows, themes and transitions)"
mfu36,84,439,Tutorial3,4,287.4,25:47.8,1,"Jobs includes video clips, demonstrations and guests"
mfu36,84,440,Tutorial3,4,298.4,26:19.1,1,Dramatic flare is very effective
mfu36,84,441,Tutorial3,4,320.3,27:04.3,1,Identify your memorable moment and build up to it
mfu36,84,442,Tutorial3,4,336.7,28:00.2,1,"Rehearse, rehearse, rehearse"
mfu36,84,443,Tutorial3,4,365.6,28:49.3,1,Spend the time to rehearse
mfu36,84,444,Tutorial3,4,386.5,30:17.8,1,Jobs introduces something extra at the end (gives the audience an added bonus to walk away with)
mfu36,84,445,Tutorial3,4,387.2,32:49.6,1,Each presentation is an event (a production): 1.) Strong opening 2.) Product demonstration 3.) Strong conclusion 4.) Encore
mgb79,85,923,Tutorial3,3,81.8,21:35.1,1,"Being consistant can often be quite hard, so it is important to keep an eye on this!"
mgd37,86,603,Tutorial3,4,411.9,27:22.8,1,"Made some good points to think about during my presentation

- Set a theme and provide an outline that is easy to follow
- Use enthusiasm to make it meaningful (numbers can help this)
- ""Paint a picture"" using minimal visuals
- Make the presentation into a ""show"" (rehearse)
- Possibly add ""one last thing"" as a bonus"
mjb409,87,1100,Tutorial3,3,414.2,52:02.7,1,"The main thing I took away from this video is that you are more engaging if you show enthusiasm in what you are talking about, by using words such as ""amazing"",""exciting"" and ""cool"". I could try using these in my presentation for ENGR101."
mjy27,88,1082,Tutorial3,4,414.2,22:52.8,0,awesome
mrw113,93,1226,Tutorial3,4,0,02:17.5,0,Adding in additional bonuses that people don't expect
nll19,95,491,Tutorial3,4,360.7,03:06.3,1,"Treat it like a show. First you need the script, which leads to the big reveal and then you need to rehearse until it flows smoothly."
nma171,96,546,Tutorial3,4,79,53:45.1,1,Identify a theme and make sure it is clear and consistent throughout the presentation
nma171,96,547,Tutorial3,2,155.8,56:11.8,1,Demonstrate enthusiasm to make the presentation interesting
nma171,96,548,Tutorial3,2,326.4,59:00.6,1,Rehearsing is very important to do a great presentation.
oad28,97,1167,Tutorial3,2,0,53:37.9,1,Steve Jobs is an incredible presenter
olt15,98,1554,Tutorial3,4,143.6,02:19.6,0,Make it easy for your listeners to follow your story.
olt15,98,1555,Tutorial3,4,188.5,03:16.7,0,Be passionate about it.
olt15,98,1556,Tutorial3,4,222.8,04:24.6,0,"Numbers don't mean much unless they are in context. Put them into context, connect the dots for the audience."
orp13,100,1174,Tutorial3,4,136.2,33:34.9,1,Having good transitions is a good tip
osp15,102,1436,Tutorial3,2,407.2,56:31.0,0,Entertain the audience
pph32,103,1121,Tutorial3,4,408.1,14:11.8,1,Be able to make your audiences to visualize your ideas is the key of a persuasive presentation
rch136,105,852,Tutorial3,4,259,09:07.8,1,"interesting and simplistic presentation- big on visuals, like a show- dramatic conveys idea in a manner which is easy to understand and also memorable. Practice is key for successful presentations."
rjo84,106,1382,Tutorial3,4,414,07:19.3,0,Wow Steve is a very strong presenter. I think his slides are very effective and to the point
rkn24,107,1359,Tutorial3,4,208.5,39:14.8,0,Setting up a single theme and sticking to it throughoutt the presentation.
rsk39,110,568,Tutorial3,4,0,10:29.3,1,"-set the theme
-make theme clear and consistent
-create a headline that sets the direction for your meeting
- provide outline
- open and close each section with a clear transition
- make it easy for your listeners to follow your story
- demonstrate "
rtw27,112,815,Tutorial3,2,411.1,06:02.3,1,"How easy he is to concentrate on, really impressive!"
rwm66,116,1005,Tutorial3,4,112.2,12:59.3,1,topic gives a reason for the audience to listen
rwm66,116,1006,Tutorial3,4,166.4,14:04.6,1,Enthusiasm is key
rwm66,116,1007,Tutorial3,3,246.6,15:27.1,1,Make numbers meaningful
rwp47,117,724,Tutorial3,4,103.4,25:52.9,1,Create a headline that sets the direction for your meeting.
rwp47,117,725,Tutorial3,4,173.8,28:26.3,1,"Wow your audience! If the presenter isn't passionate about it, then the audience won't be."
sar173,118,888,Tutorial3,4,411.9,10:09.6,1,"Make your speech simplistic and visual, be enthusiastic about it and make numbers meaningful to real life applications"
scm90,120,994,Tutorial3,4,0.4,52:03.2,1,Show passion when speaking. Rehearsing is everything.
scr70,121,514,Tutorial3,4,0,17:00.7,1,"A simple presentation structure that is easy to follow is very nice - it  makes the ""story"" structure more apparent"
sgb71,123,1179,Tutorial3,4,46,41:25.8,1,He talks directly to the audience not just conveys information. More personal while still being informative
sgb71,123,1180,Tutorial3,4,194,44:23.0,1,energy in your voice makes it much more interesting
sgo74,124,927,Tutorial3,4,95.4,07:34.7,0,"COOL, AWESOME, EXTRAORDINARY OMMMMGGG"
shh49,126,897,Tutorial3,3,411.3,54:53.9,1,Set the theme early. Make it clear and consistent thoughout the presentation
shh49,126,898,Tutorial3,4,412.7,55:12.7,1,"Provide the outline, transition clearly from one to the next
Be enthusiastic!"
shh49,126,899,Tutorial3,3,414.1,55:26.1,1,Place numbers in context - makes them meaningful.
shh49,126,900,Tutorial3,4,414.2,55:47.4,1,Keep the visuals simple and treat the presentation like a show
shh49,126,901,Tutorial3,4,0,55:59.3,1,"Rehearse, Rehearse, Rehearse.
'one more thing'
product demonstrations?"
sli152,129,1234,Tutorial3,2,181.9,51:32.8,0,"More 'conversation', less formal"
smc403,130,1686,Tutorial3,4,80,59:42.1,0,"clear and consistent, got it"
spl48,132,748,Tutorial3,4,137.2,41:47.1,1,Open and close each section with a clear transition
spl48,132,749,Tutorial3,2,250.8,44:04.5,1,Make numbers meaningful. I.e put them in context.
srd60,133,1443,Tutorial3,4,409.2,45:26.5,0,Making numbers meaningful is interesting and helpful.
srd62,134,1680,Tutorial3,4,414.2,41:12.8,0,Learnt alot
ssa237,135,1103,Tutorial3,3,69.3,04:45.5,1,"Create curiosity 
Set the theme
Make it clear and consistent
Create a headline that sets the direction
Create an outline
Make the 'story simple'
use wow words
Numbers don't mean much unless you have context
Have analogies"
ssa237,135,1104,Tutorial3,4,414.2,09:15.3,1,"This was quite informative, however it's going to be quite hard to all this during a 5 min presentation, but i will try."
tco50,138,1589,Tutorial3,3,139.4,19:47.4,0,It makes sense to have a clear theme for the presentation
tco50,138,1590,Tutorial3,2,135.6,20:49.3,0,It makes sense to open and close with a clear transition as this makes a presentation easier to follow. I have seen this in the past.
tco50,138,1591,Tutorial3,2,148.6,21:25.0,0,If you're not enthusiastic how can your audience be?
tco50,138,1592,Tutorial3,1,207.9,23:19.8,0,"Stats always sound smart, even if they aren't meaningful. If you make them meaningful they add even more."
tco50,138,1593,Tutorial3,4,386.5,25:27.0,0,This makes it even more memorable afterwards.
tss43,140,1374,Tutorial3,4,193.8,55:25.9,0,Having passion for what you're discussing will encourage listeners to have a passion for it
tss43,140,1375,Tutorial3,4,248.6,58:36.2,0,Putting numbers and values into context to give meaning to the listener
tss43,140,1376,Tutorial3,4,255.8,59:13.2,0,using simple visual aids engages the audience in the discussion
vmk25,143,1522,Tutorial3,4,68.6,43:45.5,0,"Very helpful video! Summary of points made:
Setting a theme - be clear and consistent (like business meeting). Provide outline. Verbally open and close each theme. Make it easy for people to follow. Be passionate. Sell point. Place numbers in context(give them meaning). If a power-point is used, minimize information on screen. Identify a memorable moment for the presentation. REHEARSE! Give audience an added bonus so they walk away happy (and one more thing = encore)."
wfl16,144,1698,Tutorial3,4,108.1,42:41.0,0,Setting a headline is a good component of a strong intro
wfl16,144,1699,Tutorial3,4,143,43:27.5,0,Break it up into clear blocks
wfl16,144,1700,Tutorial3,4,224.2,45:00.3,0,put numbers in context
wfl16,144,1701,Tutorial3,4,389.8,47:57.1,0,Add a bonus at the end
yca31,146,1619,Tutorial3,4,414.2,22:26.5,0,"Using video, make it more active"
zba24,148,834,Tutorial3,4,164,47:50.8,1,Lots of enthusiasm
zba24,148,835,Tutorial3,4,402.7,52:07.1,1,One more thing...
zjd15,149,1369,Tutorial3,2,122.8,41:31.0,0,The presentation Steve Jobs does through the use of Powerpoint is pleasing to the eye. He used diagrams to expand his ideas
aco110,3,1236,Tutorial4,3,381.9,54:06.4,0,gotta sloooooow
adn28,4,534,Tutorial4,1,0,03:55.3,1,1. Stance 2. Sound 3. Smile 4. Silence 5. Sight
ahf30,6,972,Tutorial4,3,124.1,52:44.7,1,stand straight hands by your sides
ahf30,6,973,Tutorial4,1,221.3,54:44.8,1,"smile, fake it till you make it"
ahf30,6,974,Tutorial4,3,355.7,57:36.8,1,"engage with eye contact, dont scan or look and peck, look at everyone"
ain23,7,623,Tutorial4,3,381.9,27:58.0,1,I have found in the past that I tend to sway a lot or fidget while speaking but this really shows how distracting it is.
ajw284,9,1580,Tutorial4,3,0.4,00:31.1,0,Very clear with what she means. I did not realise how important stance is.
ajw284,9,1581,Tutorial4,3,356.9,04:57.3,0,Helpful point abut not looking at the back wall.
amf120,10,1127,Tutorial4,4,362.6,46:02.3,1,helped make me feel more confident in knowing how to convey a confident looking and sounding speech through how i present myself and my words.
arb137,11,1448,Tutorial4,4,0,08:42.8,0,"Stance
Sound
Smile
Silence
Sight"
ari49,12,959,Tutorial4,4,78.4,41:45.2,1,"She speaks with real authority. Maybe it is just us kiwis, but I prefer it when speakers relate to the audience and make jokes - it makes the audience feel more included and less formal."
asc148,13,1613,Tutorial4,3,76.5,59:07.9,0,keep good posture
azq10,16,1205,Tutorial4,4,0.9,21:02.3,0,"Easy way to remember the 5S, stance, sound, smile, silence, sight"
bbu27,17,1563,Tutorial4,4,0.3,16:39.4,0,I had not considered how silence can play a key role in regaining composure and breaking up your speech
bep29,18,776,Tutorial4,1,59,30:04.7,1,"Firm stance, allows for balance and control"
bep29,18,777,Tutorial4,3,121.9,31:25.7,1,Use gestures to add impact
bep29,18,778,Tutorial4,2,162.9,32:32.8,1,Use a slow calm pace so people understand what you are saying
bep29,18,779,Tutorial4,4,185.8,33:14.2,1,Add different tones to your presentation to make you look confident
bep29,18,780,Tutorial4,4,274,35:12.7,1,Have gaps between your sentences as it makes you look more confident while you work out what to say next.
bep29,18,781,Tutorial4,1,291.6,35:47.8,1,Hold eye contact as you would in a conversation - makes more confident
bep29,18,782,Tutorial4,2,331.9,36:52.2,1,Establish eye contact with all audience members so they feel involved
bjh158,19,1071,Tutorial4,4,94.6,28:39.4,1,keep arms at side
bjh158,19,1072,Tutorial4,3,354.1,31:27.7,1,make eye contact
bmp62,21,1468,Tutorial4,4,13.3,06:00.3,0,"Stance can be improved, upright posture."
cjv34,26,913,Tutorial4,4,381.9,38:52.4,1,Following the steps to being a confident speaker is not too difficult.
clr54,27,1324,Tutorial4,4,16.8,12:08.0,0,Good posture and sound improves confidence.
cmh182,30,1692,Tutorial4,1,0,14:04.0,0,A smile can go a long way to helping your confidence too!
cmr140,31,1575,Tutorial4,2,24.8,26:57.0,0,"Sound, smile, sight."
cwa134,34,691,Tutorial4,2,381.9,24:56.9,1,Did not find this video very engaging and informative.
dle72,37,1667,Tutorial4,2,0,51:01.2,0,"Great Presentation, great confidence!"
dsr39,38,966,Tutorial4,4,381.9,25:07.1,1,eye contact
erj24,44,1685,Tutorial4,2,25.5,31:49.4,0,have covered this in the past at school so good to refresh the ideas
gco62,48,878,Tutorial4,1,381.9,44:44.2,1,Having a strong stance is key
hal66,49,586,Tutorial4,2,2.3,32:03.9,1,"Stance: firm normal stance, with no swaying or walking.
Keep arms in a neutral position at your sides."
hal66,49,587,Tutorial4,2,129,33:12.5,1,"Sound: lower voice and speak at a slow, understandable pace.
Add variation to add interest."
hal66,49,588,Tutorial4,3,195.6,34:01.8,1,"Smile: sound more pleasant, will look friendly and confident."
hal66,49,589,Tutorial4,2,243.9,34:43.6,1,Silence: use silence to give emphasis.
hal66,49,590,Tutorial4,2,293.6,35:58.0,1,Sight: make eye contact but don't scan or hunt and peak. Establish eye contact with all parts of the room.
jah276,54,845,Tutorial4,4,0,39:32.5,1,This speaker is great at delivering. I believe that she taught me a lot. I like how she put a pause between each points.
